"jd","star_name","band","validation_flag","magnitude"
2458266.92655,"AK AND","R","Z",13.734
2458266.92964,"AK AND","I","Z",11.257
2458280.86174,"AK AND","V","Z",16.374
2458280.86756,"AK AND","R","Z",13.835
2458280.87043,"AK AND","I","Z",11.341
2458290.83361,"AK AND","V","Z",16.246
2458290.83891,"AK AND","R","Z",13.731
2458290.84142,"AK AND","I","Z",11.234
2458322.76668,"AK AND","V","Z",14.153
2458322.76956,"AK AND","R","Z",12.099
2458322.77056,"AK AND","I","Z",10.016
2458338.89541,"AK AND","V","Z",13.209
2458338.89744,"AK AND","R","Z",11.381
2458338.89822,"AK AND","I","Z",9.536
2458360.76027,"AK AND","V","Z",11.772
2458360.76124,"AK AND","R","Z",10.185
2458360.76187,"AK AND","I","Z",8.655
2458373.74363,"AK AND","V","Z",11.281
2458373.7448,"AK AND","R","Z",9.827
2458373.74575,"AK AND","I","Z",8.468
2458386.79228,"AK AND","V","Z",10.964
2458386.79313,"AK AND","R","Z",9.533
2458386.79388,"AK AND","I","Z",8.16
2458412.71029,"AK AND","V","Z",11.029
2458412.7112,"AK AND","R","Z",9.546
2458412.71213,"AK AND","I","Z",8.07
2458424.74776,"AK AND","V","Z",11.154
2458424.7485,"AK AND","R","Z",9.607
2458424.74901,"AK AND","I","Z",8.178
2458441.71371,"AK AND","V","Z",11.479
2458441.71462,"AK AND","R","Z",9.764
2458441.71517,"AK AND","I","Z",8.081
2458454.68303,"AK AND","V","Z",11.879
2458454.68418,"AK AND","R","Z",10.038
2458454.68479,"AK AND","I","Z",8.255
2458466.63998,"AK AND","V","Z",12.279
2458466.64148,"AK AND","R","Z",10.269
2458466.64211,"AK AND","I","Z",8.277
2458492.61159,"AK AND","V","Z",13.163
2458492.61398,"AK AND","R","Z",10.979
2458492.61479,"AK AND","I","Z",8.828
2458504.59602,"AK AND","V","Z",13.538
2458504.5991,"AK AND","R","Z",11.334
2458504.6001,"AK AND","I","Z",9.16
2458594.97252,"AK AND","V","Z",15.782
2458594.97694,"AK AND","I","Z",10.875
2458608.9397,"AK AND","V","Z",15.501
2458608.94455,"AK AND","R","Z",13.017
2458608.94652,"AK AND","I","Z",10.572
2458626.9031,"AK AND","V","Z",14.053
2458626.90704,"AK AND","R","Z",11.875
2458626.90836,"AK AND","I","Z",9.685
2458649.85545,"AK AND","V","Z",12.646
2458649.85742,"AK AND","R","Z",10.743
2458649.85806,"AK AND","I","Z",8.897
2458674.83512,"AK AND","V","Z",11.137
2458674.83595,"AK AND","R","Z",9.586
2458674.83642,"AK AND","I","Z",8.178
2458684.93302,"AK AND","V","Z",10.631
2458684.93376,"AK AND","R","Z",9.237
2458684.93416,"AK AND","I","Z",8.002
2458709.82669,"AK AND","V","Z",10.215
2458709.82741,"AK AND","R","Z",8.974
2458709.82811,"AK AND","I","Z",7.871
2458720.92031,"AK AND","V","Z",10.321
2458720.92099,"AK AND","R","Z",9.039
2458720.92166,"AK AND","I","Z",7.85
2458730.94323,"AK AND","V","Z",10.478
2458730.94386,"AK AND","R","Z",9.119
2458730.94454,"AK AND","I","Z",7.932
2458739.73436,"AK AND","V","Z",10.697
2458739.73502,"AK AND","R","Z",9.241
2458739.73571,"AK AND","I","Z",7.869
2458747.90852,"AK AND","V","Z",10.958
2458747.90922,"AK AND","R","Z",9.42
2458747.90994,"AK AND","I","Z",8.026
2458767.76849,"AK AND","V","Z",11.746
2458767.7692,"AK AND","R","Z",9.898
2458767.7698,"AK AND","I","Z",8.117
2458775.66741,"AK AND","V","Z",12.086
2458775.66815,"AK AND","R","Z",10.148
2458775.6686,"AK AND","I","Z",8.253
2458783.61985,"AK AND","V","Z",12.431
2458783.62067,"AK AND","R","Z",10.371
2458783.62113,"AK AND","I","Z",8.362
2458793.64407,"AK AND","V","Z",12.823
2458793.64509,"AK AND","R","Z",10.684
2458793.64558,"AK AND","I","Z",8.597
2458802.65122,"AK AND","V","Z",13.133
2458802.65248,"AK AND","R","Z",10.945
2458802.65304,"AK AND","I","Z",8.78
2458813.68248,"AK AND","V","Z",13.555
2458813.68431,"AK AND","R","Z",11.302
2458813.68519,"AK AND","I","Z",9.105
2458823.65865,"AK AND","V","Z",13.891
2458823.66077,"AK AND","R","Z",11.638
2458823.66151,"AK AND","I","Z",9.338
2458836.71443,"AK AND","V","Z",14.315
2458836.71723,"AK AND","R","Z",12.04
2458836.7181,"AK AND","I","Z",9.757
2458854.62318,"AK AND","V","Z",14.859
2458854.6269,"AK AND","R","Z",12.549
2458854.62808,"AK AND","I","Z",10.193
2458867.60488,"AK AND","V","Z",15.276
2458867.60935,"AK AND","R","Z",12.896
2458867.61081,"AK AND","I","Z",10.507
2458881.59991,"AK AND","V","Z",15.61
2458881.60475,"AK AND","R","Z",13.229
2458881.60651,"AK AND","I","Z",10.846
2434042.6,"AQ AND","Vis.","V",8.4
2434062.6,"AQ AND","Vis.","V",8.5
2434248.7,"AQ AND","Vis.","V",9
2434269.6,"AQ AND","Vis.","V",8.7
2434293.6,"AQ AND","Vis.","V",8.7
2434299.6,"AQ AND","Vis.","V",8.7
2434307.6,"AQ AND","Vis.","V",8.6
2434341.6,"AQ AND","Vis.","V",8.4
2434359.6,"AQ AND","Vis.","V",8.6
2434391.6,"AQ AND","Vis.","V",8.5
2434404.6,"AQ AND","Vis.","V",8.7
2434410.6,"AQ AND","Vis.","V",8.7
2434419.6,"AQ AND","Vis.","V",8.8
2434447.6,"AQ AND","Vis.","V",8.7
2434576.7,"AQ AND","Vis.","V",9.1
2434595.7,"AQ AND","Vis.","V",9.2
2434605.7,"AQ AND","Vis.","V",9.2
2434634.6,"AQ AND","Vis.","V",8.9
2434651.6,"AQ AND","Vis.","V",8.7
2434659.6,"AQ AND","Vis.","V",8.5
2434664.6,"AQ AND","Vis.","V",8.4
2434682.6,"AQ AND","Vis.","V",8.4
2434689.6,"AQ AND","Vis.","V",8.4
2434714.6,"AQ AND","Vis.","V",8.7
2434736.6,"AQ AND","Vis.","V",8.7
2434743.6,"AQ AND","Vis.","V",8.7
2434750.6,"AQ AND","Vis.","V",8.5
2434773.6,"AQ AND","Vis.","V",8.4
2434781.6,"AQ AND","Vis.","V",8.8
2434793.6,"AQ AND","Vis.","V",8.7
2434797.6,"AQ AND","Vis.","V",8.7
2434804.6,"AQ AND","Vis.","V",8.7
2434921.6,"AQ AND","Vis.","V",9.4
2434931.7,"AQ AND","Vis.","V",8.7
2434948.7,"AQ AND","Vis.","V",8.8
2434954.7,"AQ AND","Vis.","V",8.5
2434954.8,"AQ AND","Vis.","V",8.7
2434961.7,"AQ AND","Vis.","V",8.5
2434962.7,"AQ AND","Vis.","V",8.5
2434976.7,"AQ AND","Vis.","V",8.7
2434976.7,"AQ AND","Vis.","V",8.4
2434981.7,"AQ AND","Vis.","V",8.6
2434986.7,"AQ AND","Vis.","V",8.4
2435006.6,"AQ AND","Vis.","V",8.3
2435008.6,"AQ AND","Vis.","V",8.5
2435009.6,"AQ AND","Vis.","V",8.5
2435013.6,"AQ AND","Vis.","V",8.4
2435014.7,"AQ AND","Vis.","V",8.4
2435018.6,"AQ AND","Vis.","V",8.4
2435018.6,"AQ AND","Vis.","V",8.4
2435023.6,"AQ AND","Vis.","V",8.2
2435023.6,"AQ AND","Vis.","V",8.5
2435032.7,"AQ AND","Vis.","V",8.5
2435032.8,"AQ AND","Vis.","V",8.3
2435033.6,"AQ AND","Vis.","V",8.5
2435037.6,"AQ AND","Vis.","V",8.3
2435039.6,"AQ AND","Vis.","V",8.5
2435039.7,"AQ AND","Vis.","V",8.3
2435040.6,"AQ AND","Vis.","V",8.4
2435046.6,"AQ AND","Vis.","V",8.4
2435046.6,"AQ AND","Vis.","V",8.5
2435048.6,"AQ AND","Vis.","V",8.4
2435048.7,"AQ AND","Vis.","V",8.5
2435058.6,"AQ AND","Vis.","V",8.4
2435061.6,"AQ AND","Vis.","V",8.7
2435061.6,"AQ AND","Vis.","V",8.2
2435068.7,"AQ AND","Vis.","V",8.6
2435072.6,"AQ AND","Vis.","V",8.5
2435073.6,"AQ AND","Vis.","V",8.4
2435076.6,"AQ AND","Vis.","V",8.4
2435077.6,"AQ AND","Vis.","V",8.4
2435084.6,"AQ AND","Vis.","V",8.5
2435093.6,"AQ AND","Vis.","V",8.4
2435093.6,"AQ AND","Vis.","V",8.6
2435095.6,"AQ AND","Vis.","V",8.5
2435099.5,"AQ AND","Vis.","V",8.6
2435099.6,"AQ AND","Vis.","V",8.6
2435102.6,"AQ AND","Vis.","V",8.4
2435110.6,"AQ AND","Vis.","V",8.5
2435116.5,"AQ AND","Vis.","V",8.6
2435118.6,"AQ AND","Vis.","V",8.5
2435124.5,"AQ AND","Vis.","V",8.6
2435124.5,"AQ AND","Vis.","V",8.4
2435124.6,"AQ AND","Vis.","V",8.6
2435127.5,"AQ AND","Vis.","V",8.5
2435127.7,"AQ AND","Vis.","V",7.9
2435130.6,"AQ AND","Vis.","V",8.7
2435135.5,"AQ AND","Vis.","V",8.5
2435135.6,"AQ AND","Vis.","V",8.5
2435143.6,"AQ AND","Vis.","V",8.7
2435146.5,"AQ AND","Vis.","V",8.5
2435149.6,"AQ AND","Vis.","V",8.7
2435152.5,"AQ AND","Vis.","V",8.5
2435152.5,"AQ AND","Vis.","V",8.4
2435152.5,"AQ AND","Vis.","V",8.4
2435154.5,"AQ AND","Vis.","V",8.4
2435154.6,"AQ AND","Vis.","V",8.5
2435158.5,"AQ AND","Vis.","V",8.4
2435159.6,"AQ AND","Vis.","V",8.5
2435168.5,"AQ AND","Vis.","V",8.4
2435168.6,"AQ AND","Vis.","V",8.5
2435178.6,"AQ AND","Vis.","V",8.7
2435184.5,"AQ AND","Vis.","V",8.4
2435186.6,"AQ AND","Vis.","V",8.6
2435247.8,"AQ AND","Vis.","V",8.6
2435274.7,"AQ AND","Vis.","V",8.9
2435276.6,"AQ AND","Vis.","V",9.4
2435276.8,"AQ AND","Vis.","V",9
2435308.7,"AQ AND","Vis.","V",8.7
2435318.7,"AQ AND","Vis.","V",8.8
2435318.7,"AQ AND","Vis.","V",8.5
2435328.7,"AQ AND","Vis.","V",8.6
2435329.6,"AQ AND","Vis.","V",8.6
2435335.7,"AQ AND","Vis.","V",8.6
2435339.7,"AQ AND","Vis.","V",8.7
2435344.7,"AQ AND","Vis.","V",8.8
2435345.6,"AQ AND","Vis.","V",8.4
2435345.7,"AQ AND","Vis.","V",8.5
2435345.7,"AQ AND","Vis.","V",8.4
2435348.6,"AQ AND","Vis.","V",8.7
2435358.6,"AQ AND","Vis.","V",8.6
2435358.6,"AQ AND","Vis.","V",8.6
2435358.6,"AQ AND","Vis.","V",8.6
2435358.6,"AQ AND","Vis.","V",8.5
2435358.6,"AQ AND","Vis.","V",8.6
2435358.8,"AQ AND","Vis.","V",8.6
2435363.6,"AQ AND","Vis.","V",8.4
2435363.6,"AQ AND","Vis.","V",8.6
2435364.6,"AQ AND","Vis.","V",8.6
2435371.6,"AQ AND","Vis.","V",8.7
2435371.6,"AQ AND","Vis.","V",8.6
2435371.7,"AQ AND","Vis.","V",8.8
2435376.6,"AQ AND","Vis.","V",8.6
2435379.6,"AQ AND","Vis.","V",8.8
2435388.6,"AQ AND","Vis.","V",8.7
2435388.6,"AQ AND","Vis.","V",8.8
2435391.6,"AQ AND","Vis.","V",8.7
2435392.7,"AQ AND","Vis.","V",8.7
2435398.6,"AQ AND","Vis.","V",8.6
2435401.6,"AQ AND","Vis.","V",8.8
2435401.6,"AQ AND","Vis.","V",8.6
2435403.6,"AQ AND","Vis.","V",8.3
2435407.6,"AQ AND","Vis.","V",8.5
2435408.6,"AQ AND","Vis.","V",8.8
2435413.6,"AQ AND","Vis.","V",8.6
2435418.6,"AQ AND","Vis.","V",8.6
2435420.6,"AQ AND","Vis.","V",8.5
2435426.6,"AQ AND","Vis.","V",8.6
2435426.6,"AQ AND","Vis.","V",8.6
2435432.5,"AQ AND","Vis.","V",8.7
2435432.6,"AQ AND","Vis.","V",8.6
2435433.6,"AQ AND","Vis.","V",8.6
2435442.6,"AQ AND","Vis.","V",8.6
2435448.6,"AQ AND","Vis.","V",8.6
2435454.6,"AQ AND","Vis.","V",8.5
2435454.6,"AQ AND","Vis.","V",8.7
2435461.6,"AQ AND","Vis.","V",8.7
2435474.6,"AQ AND","Vis.","V",8.6
2435474.6,"AQ AND","Vis.","V",8.6
2435478.6,"AQ AND","Vis.","V",8.8
2435479.6,"AQ AND","Vis.","V",8.6
2435488.6,"AQ AND","Vis.","V",8.8
2435490.6,"AQ AND","Vis.","V",8.8
2435497.6,"AQ AND","Vis.","V",9
2435504.6,"AQ AND","Vis.","V",9
2435509.6,"AQ AND","Vis.","V",8.7
2435532.6,"AQ AND","Vis.","V",9.2
2435541.6,"AQ AND","Vis.","V",9.2
2435640.7,"AQ AND","Vis.","V",9.3
2435669.7,"AQ AND","Vis.","V",8.8
2435673.8,"AQ AND","Vis.","V",8.8
2435684.7,"AQ AND","Vis.","V",8.8
2435689.7,"AQ AND","Vis.","V",8.6
2435696.7,"AQ AND","Vis.","V",8.6
2435713.7,"AQ AND","Vis.","V",8.6
2435720.6,"AQ AND","Vis.","V",8.6
2435741.6,"AQ AND","Vis.","V",8.7
2435748.6,"AQ AND","Vis.","V",8.8
2435757.6,"AQ AND","Vis.","V",8.7
2435771.6,"AQ AND","Vis.","V",8.7
2435782.6,"AQ AND","Vis.","V",8.5
2435790.6,"AQ AND","Vis.","V",8.7
2435801.6,"AQ AND","Vis.","V",8.7
2435808.6,"AQ AND","Vis.","V",8.5
2435824.6,"AQ AND","Vis.","V",8.8
2435833.6,"AQ AND","Vis.","V",8.7
2435839.6,"AQ AND","Vis.","V",8.9
2435858.6,"AQ AND","Vis.","V",9
2435881.6,"AQ AND","Vis.","V",9.4
2435902.6,"AQ AND","Vis.","V",9.4
2436019.7,"AQ AND","Vis.","V",8.4
2436047.7,"AQ AND","Vis.","V",8.6
2436056.7,"AQ AND","Vis.","V",8.6
2436073.7,"AQ AND","Vis.","V",8.5
2436081.7,"AQ AND","Vis.","V",8.5
2436101.6,"AQ AND","Vis.","V",8.7
2436108.6,"AQ AND","Vis.","V",8.7
2436115.6,"AQ AND","Vis.","V",9
2436125.6,"AQ AND","Vis.","V",8.5
2436137.6,"AQ AND","Vis.","V",8.4
2436152.6,"AQ AND","Vis.","V",8.3
2436158.6,"AQ AND","Vis.","V",8.3
2436169.6,"AQ AND","Vis.","V",8.5
2436189.6,"AQ AND","Vis.","V",8.8
2436196.6,"AQ AND","Vis.","V",8.8
2436213.6,"AQ AND","Vis.","V",8.8
2436223.6,"AQ AND","Vis.","V",8.9
2436244.6,"AQ AND","Vis.","V",9.1
2436254.6,"AQ AND","Vis.","V",9.2
2436270.6,"AQ AND","Vis.","V",9.2
2436394.7,"AQ AND","Vis.","V",8.6
2436404.7,"AQ AND","Vis.","V",8.7
2436424.7,"AQ AND","Vis.","V",8.8
2436434.7,"AQ AND","Vis.","V",8.8
2436449.6,"AQ AND","Vis.","V",8.7
2436454.6,"AQ AND","Vis.","V",8.7
2436462.6,"AQ AND","Vis.","V",8.7
2436469.6,"AQ AND","Vis.","V",8.7
2436482.6,"AQ AND","Vis.","V",8.7
2436490.6,"AQ AND","Vis.","V",8.7
2436497.6,"AQ AND","Vis.","V",8.7
2436511.6,"AQ AND","Vis.","V",8.9
2436534.6,"AQ AND","Vis.","V",8.7
2436543.6,"AQ AND","Vis.","V",8.9
2436551.6,"AQ AND","Vis.","V",9
2436571.6,"AQ AND","Vis.","V",9.2
2436580.6,"AQ AND","Vis.","V",8.9
2436591.6,"AQ AND","Vis.","V",9
2436600.6,"AQ AND","Vis.","V",8.9
2436606.6,"AQ AND","Vis.","V",9
2436624.6,"AQ AND","Vis.","V",9
2436632.6,"AQ AND","Vis.","V",9
2436774.7,"AQ AND","Vis.","V",8.6
2436783.7,"AQ AND","Vis.","V",8.4
2436791.7,"AQ AND","Vis.","V",8.4
2436806.7,"AQ AND","Vis.","V",8.5
2436816.6,"AQ AND","Vis.","V",8.5
2436835.6,"AQ AND","Vis.","V",8.7
2436861.6,"AQ AND","Vis.","V",8.8
2436871.6,"AQ AND","Vis.","V",8.8
2436894.6,"AQ AND","Vis.","V",8.9
2436902.6,"AQ AND","Vis.","V",8.9
2436933.6,"AQ AND","Vis.","V",9.1
2436950.6,"AQ AND","Vis.","V",9.1
2436958.6,"AQ AND","Vis.","V",9
2436994.6,"AQ AND","Vis.","V",8.7
2437171.7,"AQ AND","Vis.","V",8.5
2437188.6,"AQ AND","Vis.","V",8.5
2437200.6,"AQ AND","Vis.","V",8.7
2437209.6,"AQ AND","Vis.","V",8.7
2437216.6,"AQ AND","Vis.","V",8.9
2437226.6,"AQ AND","Vis.","V",9
2437249.6,"AQ AND","Vis.","V",8.9
2437256.6,"AQ AND","Vis.","V",9
2437286.6,"AQ AND","Vis.","V",9.1
2437312.5,"AQ AND","Vis.","V",9.1
2437318.6,"AQ AND","Vis.","V",8.8
2437522.7,"AQ AND","Vis.","V",8.4
2437589.6,"AQ AND","Vis.","V",8.9
2437600.6,"AQ AND","Vis.","V",8.9
2437614.6,"AQ AND","Vis.","V",9
2437621.6,"AQ AND","Vis.","V",8.9
2437630.6,"AQ AND","Vis.","V",9.2
2437642.6,"AQ AND","Vis.","V",9.3
2437665.6,"AQ AND","Vis.","V",8.7
2437678.6,"AQ AND","Vis.","V",9.2
2437688.6,"AQ AND","Vis.","V",8.9
2437727.6,"AQ AND","Vis.","V",8.6
2437818.6,"AQ AND","Vis.","V",8.5
2437873.6,"AQ AND","Vis.","V",8.3
2437879.6,"AQ AND","Vis.","V",8.4
2437889.6,"AQ AND","Vis.","V",8.4
2437901.6,"AQ AND","Vis.","V",8.5
2437910.6,"AQ AND","Vis.","V",8.5
2437916.6,"AQ AND","Vis.","V",8.8
2437929.6,"AQ AND","Vis.","V",8.9
2437938.6,"AQ AND","Vis.","V",9
2437944.6,"AQ AND","Vis.","V",8.9
2437956.6,"AQ AND","Vis.","V",9.1
2437970.6,"AQ AND","Vis.","V",9.1
2437984.6,"AQ AND","Vis.","V",9.2
2437992.6,"AQ AND","Vis.","V",9.2
2437998.6,"AQ AND","Vis.","V",9.2
2438229.8,"AQ AND","Vis.","V",7.8
2438233.8,"AQ AND","Vis.","V",8
2438252.6,"AQ AND","Vis.","V",8.6
2438256.7,"AQ AND","Vis.","V",8.5
2438260.6,"AQ AND","Vis.","V",8.7
2438261.7,"AQ AND","Vis.","V",8.4
2438266.6,"AQ AND","Vis.","V",8.7
2438283.6,"AQ AND","Vis.","V",8.8
2438303.6,"AQ AND","Vis.","V",8.8
2438328.6,"AQ AND","Vis.","V",8.4
2438333.5,"AQ AND","Vis.","V",8.2
2438344.6,"AQ AND","Vis.","V",8.1
2438377.6,"AQ AND","Vis.","V",8
2438402.6,"AQ AND","Vis.","V",8.9
2438412.6,"AQ AND","Vis.","V",8.2
2438420.6,"AQ AND","Vis.","V",8.9
2438428.6,"AQ AND","Vis.","V",8.7
2438433.6,"AQ AND","Vis.","V",8.2
2438435.6,"AQ AND","Vis.","V",8.9
2438440.5,"AQ AND","Vis.","V",7.9
2438461.6,"AQ AND","Vis.","V",8.7
2438546.9,"AQ AND","Vis.","V",8.2
2438566.8,"AQ AND","Vis.","V",8.4
2438581.8,"AQ AND","Vis.","V",8.4
2438583.6,"AQ AND","Vis.","V",8.6
2438593.5,"AQ AND","Vis.","V",9.1
2438594.9,"AQ AND","Vis.","V",9
2438606.7,"AQ AND","Vis.","V",8.4
2438608.7,"AQ AND","Vis.","V",8
2438610.8,"AQ AND","Vis.","V",8.7
2438611.6,"AQ AND","Vis.","V",8.9
2438621.6,"AQ AND","Vis.","V",9
2438621.8,"AQ AND","Vis.","V",9.2
2438622.7,"AQ AND","Vis.","V",8.7
2438631.7,"AQ AND","Vis.","V",8.2
2438640.6,"AQ AND","Vis.","V",9
2438649.6,"AQ AND","Vis.","V",9
2438652.7,"AQ AND","Vis.","V",9.4
2438655.9,"AQ AND","Vis.","V",8.7
2438665.6,"AQ AND","Vis.","V",9.1
2438673.7,"AQ AND","Vis.","V",9.7
2438674.6,"AQ AND","Vis.","V",9
2438687.5,"AQ AND","Vis.","V",8
2438693.7,"AQ AND","Vis.","V",8.6
2438695.7,"AQ AND","Vis.","V",8.4
2438725.3,"AQ AND","Vis.","V",8.7
2438727.7,"AQ AND","Vis.","V",8.2
2438751.7,"AQ AND","Vis.","V",8.4
2438763.7,"AQ AND","Vis.","V",8.2
2438765.5,"AQ AND","Vis.","V",9.5
2438770.6,"AQ AND","Vis.","V",8
2438811.6,"AQ AND","Vis.","V",8
2438938.6,"AQ AND","Vis.","V",8.6
2438946.9,"AQ AND","Vis.","V",8.4
2438960.5,"AQ AND","Vis.","V",8.4
2438961.9,"AQ AND","Vis.","V",8.1
2438963.6,"AQ AND","Vis.","V",7.5
2438967.8,"AQ AND","Vis.","V",8.7
2438971.7,"AQ AND","Vis.","V",9
2438977.4,"AQ AND","Vis.","V",7.9
2438977.8,"AQ AND","Vis.","V",8.3
2438993.6,"AQ AND","Vis.","V",9.2
2438993.6,"AQ AND","Vis.","V",8.6
2438996.8,"AQ AND","Vis.","V",8.1
2439000.6,"AQ AND","Vis.","V",8.7
2439006.6,"AQ AND","Vis.","V",9.2
2439008.6,"AQ AND","Vis.","V",8.9
2439008.7,"AQ AND","Vis.","V",8.5
2439026.6,"AQ AND","Vis.","V",9.2
2439029.6,"AQ AND","Vis.","V",9.2
2439029.7,"AQ AND","Vis.","V",7.6
2439036.6,"AQ AND","Vis.","V",9.3
2439049.6,"AQ AND","Vis.","V",8.4
2439050.6,"AQ AND","Vis.","V",9
2439050.7,"AQ AND","Vis.","V",7.9
2439051.6,"AQ AND","Vis.","V",9
2439059.6,"AQ AND","Vis.","V",8.2
2439063.6,"AQ AND","Vis.","V",8.9
2439066.5,"AQ AND","Vis.","V",8.1
2439084.6,"AQ AND","Vis.","V",8.3
2439088.6,"AQ AND","Vis.","V",7.8
2439089.6,"AQ AND","Vis.","V",8.7
2439104.5,"AQ AND","Vis.","V",8.1
2439105.4,"AQ AND","Vis.","V",8.4
2439112.6,"AQ AND","Vis.","V",8.3
2439113.5,"AQ AND","Vis.","V",8.4
2439114.6,"AQ AND","Vis.","V",8.6
2439114.6,"AQ AND","Vis.","V",9
2439135.4,"AQ AND","Vis.","V",8.2
2439136.5,"AQ AND","Vis.","V",7.8
2439137.6,"AQ AND","Vis.","V",8.6
2439137.6,"AQ AND","Vis.","V",8.9
2439163.4,"AQ AND","Vis.","V",8.1
2439174.5,"AQ AND","Vis.","V",8.5
2439174.6,"AQ AND","Vis.","V",8.8
2439187.5,"AQ AND","Vis.","V",8.4
2439193.6,"AQ AND","Vis.","V",8.6
2439325.8,"AQ AND","Vis.","V",8.4
2439327.6,"AQ AND","Vis.","V",8.8
2439329.7,"AQ AND","Vis.","V",8.4
2439347.6,"AQ AND","Vis.","V",7.9
2439349.6,"AQ AND","Vis.","V",8.9
2439355.7,"AQ AND","Vis.","V",8.8
2439355.8,"AQ AND","Vis.","V",7.9
2439358.6,"AQ AND","Vis.","V",9.1
2439360.7,"AQ AND","Vis.","V",8.5
2439365.7,"AQ AND","Vis.","V",9.2
2439375.4,"AQ AND","Vis.","V",9.1
2439375.6,"AQ AND","Vis.","V",9
2439376.6,"AQ AND","Vis.","V",8.2
2439379.7,"AQ AND","Vis.","V",8.9
2439379.7,"AQ AND","Vis.","V",8.1
2439381.6,"AQ AND","Vis.","V",8.7
2439383.7,"AQ AND","Vis.","V",8.6
2439385.6,"AQ AND","Vis.","V",9
2439387.6,"AQ AND","Vis.","V",8.6
2439392.7,"AQ AND","Vis.","V",8.5
2439393.6,"AQ AND","Vis.","V",8.9
2439402.5,"AQ AND","Vis.","V",7.6
2439404.6,"AQ AND","Vis.","V",8.9
2439405.6,"AQ AND","Vis.","V",9
2439411.6,"AQ AND","Vis.","V",9.1
2439419.6,"AQ AND","Vis.","V",8.9
2439419.6,"AQ AND","Vis.","V",8
2439419.6,"AQ AND","Vis.","V",8.8
2439433.6,"AQ AND","Vis.","V",8.7
2439433.7,"AQ AND","Vis.","V",9
2439443.6,"AQ AND","Vis.","V",8.7
2439445.6,"AQ AND","Vis.","V",9
2439449.6,"AQ AND","Vis.","V",8.7
2439450.7,"AQ AND","Vis.","V",8
2439460.6,"AQ AND","Vis.","V",8.8
2439464.6,"AQ AND","Vis.","V",8.6
2439471.6,"AQ AND","Vis.","V",8.3
2439471.6,"AQ AND","Vis.","V",8.6
2439472.6,"AQ AND","Vis.","V",8.2
2439475.8,"AQ AND","Vis.","V",8.9
2439476.6,"AQ AND","Vis.","V",8.8
2439488.2,"AQ AND","Vis.","V",8.7
2439490.6,"AQ AND","Vis.","V",8.8
2439497.6,"AQ AND","Vis.","V",8.6
2439499.7,"AQ AND","Vis.","V",8.1
2439499.7,"AQ AND","Vis.","V",9
2439507.6,"AQ AND","Vis.","V",8.9
2439533.5,"AQ AND","Vis.","V",8.8
2439669.7,"AQ AND","Vis.","V",8.9
2439685.8,"AQ AND","Vis.","V",8.2
2439704.7,"AQ AND","Vis.","V",9
2439715.7,"AQ AND","Vis.","V",8.8
2439734.7,"AQ AND","Vis.","V",9
2439735.6,"AQ AND","Vis.","V",9
2439735.8,"AQ AND","Vis.","V",8.7
2439736.6,"AQ AND","Vis.","V",9.4
2439736.7,"AQ AND","Vis.","V",8.4
2439743.7,"AQ AND","Vis.","V",8.4
2439745.6,"AQ AND","Vis.","V",9
2439746.7,"AQ AND","Vis.","V",8.2
2439746.7,"AQ AND","Vis.","V",8.8
2439747.6,"AQ AND","Vis.","V",9
2439748.6,"AQ AND","Vis.","V",8.4
2439760.6,"AQ AND","Vis.","V",7.6
2439764.6,"AQ AND","Vis.","V",9
2439767.6,"AQ AND","Vis.","V",8.4
2439768.6,"AQ AND","Vis.","V",9
2439774.7,"AQ AND","Vis.","V",8.2
2439777.6,"AQ AND","Vis.","V",9
2439778.6,"AQ AND","Vis.","V",8.4
2439784.6,"AQ AND","Vis.","V",8.5
2439790.3,"AQ AND","Vis.","V",8.5
2439793.6,"AQ AND","Vis.","V",9
2439793.6,"AQ AND","Vis.","V",8.9
2439797.6,"AQ AND","Vis.","V",8.5
2439799.7,"AQ AND","Vis.","V",8.2
2439803.6,"AQ AND","Vis.","V",9
2439804.6,"AQ AND","Vis.","V",8.6
2439805.6,"AQ AND","Vis.","V",9
2439815.5,"AQ AND","Vis.","V",7.6
2439818.5,"AQ AND","Vis.","V",8.6
2439820.6,"AQ AND","Vis.","V",9
2439820.6,"AQ AND","Vis.","V",7.6
2439820.6,"AQ AND","Vis.","V",8.6
2439820.6,"AQ AND","Vis.","V",9
2439821.5,"AQ AND","Vis.","V",7.6
2439826.5,"AQ AND","Vis.","V",7.6
2439826.5,"AQ AND","Vis.","V",7.6
2439826.6,"AQ AND","Vis.","V",8.4
2439829.6,"AQ AND","Vis.","V",7.6
2439837.5,"AQ AND","Vis.","V",8.2
2439842.6,"AQ AND","Vis.","V",9
2439843.5,"AQ AND","Vis.","V",7.6
2439844.6,"AQ AND","Vis.","V",9
2439848.6,"AQ AND","Vis.","V",8.2
2439848.7,"AQ AND","Vis.","V",8
2439851.5,"AQ AND","Vis.","V",7.6
2439851.5,"AQ AND","Vis.","V",8.1
2439851.6,"AQ AND","Vis.","V",9
2439854.5,"AQ AND","Vis.","V",7.6
2439854.6,"AQ AND","Vis.","V",9
2439857.5,"AQ AND","Vis.","V",7.6
2439861.5,"AQ AND","Vis.","V",8.1
2439869.6,"AQ AND","Vis.","V",8.2
2439873.5,"AQ AND","Vis.","V",8.1
2439876.5,"AQ AND","Vis.","V",7.6
2439877.5,"AQ AND","Vis.","V",9.1
